@relation um-16681-bool

@attribute gender {'Thriller', 'IMAX', 'War', 'Musical', 'Crime', 'Horror', 'Sci-Fi', 'Western', 'Action', 'Film-Noir', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Drama', 'Romance', 'Animation', 'Mystery'}
@attribute director {'Nora Ephron', 'John McTiernan', 'George Roy Hill', 'Robert Zemeckis', 'Peter Lord', 'Chuck Russell', 'Frank Darabont', 'Penny Marshall', 'Irvin Kershner', 'Gore Verbinski', 'Ridley Scott', 'Sharon Maguire', 'Kevin Costner', 'Luc Besson', 'Stephen Sommers', 'Wes Anderson', 'Danny Boyle', 'Ivan Reitman', 'Barry Sonnenfeld', 'Joe Johnston', 'Peter Cattaneo', 'Trey Parker', 'McG', 'Clint Eastwood', 'John Cleese', 'William Friedkin', 'Peter Weir', 'Mike Nichols', 'Richard Donner', 'Spike Jonze', 'Penelope Spheeris', 'Simon West', 'Jim Abrahams', 'Joe Dante', 'Stephen Frears', 'Steven Spielberg', 'Gus Van Sant', 'Ron Howard', 'Tim Burton', 'Orson Welles', 'George Lucas', 'James L. Brooks', 'Peter Jackson', 'Andrew Davis', 'David O. Russell', 'Sam Mendes', 'John Madden', 'Andrew Adamson', 'Francis Ford Coppola', 'John G. Avildsen', 'Joel Schumacher', 'James Cameron', 'Dean Parisot', 'Bryan Singer', 'Ron Clements', 'Andrew Stanton', 'Jay Roach', 'David Cronenberg', 'Tony Scott', 'Kevin Smith', 'Chris Weitz', 'Peter Faiman', 'George Armitage', 'Tobe Hooper', 'Cameron Crowe', 'Paul Thomas Anderson', 'Stanley Kubrick', 'Mel Stuart', 'Martin Brest', 'M. Night Shyamalan', 'Amy Heckerling', 'Ron Underwood', 'Chris Columbus', 'John Landis', 'Mel Brooks', 'John Lasseter', 'Terry Gilliam', 'Michael Mann', 'Victor Fleming', 'Martin Scorsese', 'Franklin J. Schaffner', 'Bobby Farrelly', 'Gary Ross', 'Andy Wachowski', 'Jonathan Lynn', 'Jan de Bont', 'John Hughes', 'Paul Verhoeven', 'Steven Soderbergh', 'Chris Noonan', 'Andrew Niccol', 'Daniel Myrick', 'David Fincher', 'Rob Reiner', 'Ang Lee', 'Warren Beatty', 'Mike Judge', 'Phillip Noyce', 'Christopher Nolan', 'Jonathan Demme', 'Mike Newell', 'Randal Kleiser', 'Richard Marquand', 'Anthony Minghella', 'Gary Trousdale', 'Alfred Hitchcock', 'Nicholas Meyer', 'Frank Marshall', 'Quentin Tarantino', 'Sofia Coppola', 'Renny Harlin', 'Harold Ramis', 'Sam Raimi', 'Milos Forman', 'Wolfgang Petersen', 'Jerry Zucker', 'Pete Docter', 'Roger Allers', 'Michael Bay', 'Sydney Pollack', 'Barry Levinson', 'Oliver Stone', 'Doug Liman', 'Frank Capra', 'Peter Farrelly', 'Neil Jordan', 'John Woo', 'Roland Emmerich', 'Michael Curtiz', 'Brian De Palma', 'David Hand', 'Mel Gibson', 'Tom Shadyac', 'Curtis Hanson', 'Joel Coen', 'Martin Campbell', 'Garry Marshall'}
@attribute starring {'Brian Cox', 'Albert Brooks', 'Harrison Ford', 'Kate Winslet', 'Bruce Willis', 'Patrick Magee', 'Elizabeth Hurley', 'Kevin Costner', 'Burt Young', 'Steve Harris', 'Charlton Heston', 'Ingrid Bergman', 'Jack Nicholson', 'Sean Astin', 'Kevin Spacey', 'Albert Finney', 'Tom Hanks', 'Gary Oldman', 'Michael Berryman', 'Jack Albertson', 'Simon Callow', 'Kirsten Dunst', 'Rod Taylor', 'Greg Kinnear', 'Anthony Michael Hall', 'William Katt', 'Dina Meyer', 'Tom Sizemore', 'Alan Arkin', 'Pete Postlethwaite', 'Ron Livingston', 'David Gulpilil', 'Philip Baker Hall', 'Sean Connery', 'Benicio Del Toro', 'Orson Welles', 'John Travolta', 'John Heard', 'Rory Culkin', 'Lauren Holly', 'Laurence Fishburne', 'Stellan Skarsg̴rd', 'Robert Shaw', 'Sean Penn', 'Jonny Lee Miller', 'Anthony Perkins', 'Nick Searcy', 'Eva Marie Saint', 'F. Murray Abraham', 'DeForest Kelley', 'Danny Glover', 'Barbara Bel Geddes', 'Brian OHalloran', 'Lukas Haas', 'Marisa Tomei', 'Michael Douglas', 'Charlie Korsmo', 'Drew Barrymore', 'Michael Gambon', 'Tim Roth', 'Martin Kove', 'Don Ameche', 'Matt Stone', 'Linda Hamilton', 'Ren̩e Zellweger', 'Tom Skerritt', 'Bernie Mac', 'Pat Morita', 'Jason Robards', 'Richard Attenborough', 'Jeff Bridges', 'Melinda Dillon', 'Hal Holbrook', 'Jack Black', 'Sam Robards', 'William Sylvester', 'Alan Rickman', 'Donna Reed', 'Mel Brooks', 'Anne Archer', 'Crispin Glover', 'Jodie Foster', 'Patrick Swayze', 'Chris Klein', 'Alexis Cruz', 'Adam Baldwin', 'Paul Winfield', 'Robert Duvall', 'Kevin Kline', 'Reginald VelJohnson', 'Brendan Fraser', 'Scott Weinger', 'James Spader', 'Matt Damon', 'Phoebe Cates', 'Christina Ricci', 'Patrick Bergin', 'Ralph Macchio', 'Janet Leigh', 'Ellen Burstyn', 'Juliette Lewis', 'James Earl Jones', 'Michael York', 'Christopher Lloyd', 'Will Smith', 'Sterling Hayden', 'Natalie Portman', 'Demi Moore', 'John Hannah', 'Trey Wilson', 'Jennifer Connelly', 'Samuel L. Jackson', 'Jonathan Hyde', 'William Forsythe', 'Chris Elliott', 'Dougray Scott', 'Tom Cruise', 'Arnold Schwarzenegger', 'Aaron Eckhart', 'James Stewart', 'Anna Faris', 'Pierce Brosnan', 'Leonard Nimoy', 'Bill Murray', 'Hugo Weaving', 'Joan Cusack', 'Sylvester Stallone', 'Humphrey Bogart', 'Mark Hamill', 'Vera Miles', 'Mary Kay Bergman', 'Paul Hogan', 'Harry Dean Stanton', 'Christopher Lee', 'Ronny Cox', 'Paul Rudd', 'Famke Janssen', 'Steve Huison', 'Lori Petty', 'Stacey Dash', 'Lucille La Verne', 'Leonardo DiCaprio', 'Alicia Silverstone', 'Charlie Sheen', 'Tom Hulce', 'Ewen Bremner', 'Eddie Murphy', 'Geoffrey Blake', 'Jeremy Irons', 'Philip Seymour Hoffman', 'Michelle Yeoh', 'Roshan Seth', 'Amy Irving', 'Arnold Vosloo', 'Phil Daniels', 'River Phoenix', 'Chazz Palminteri', 'Toni Collette', 'Martin Landau', 'Tippi Hedren', 'Dan OHerlihy', 'Matt Dillon', 'Zach Galligan', 'Cybill Shepherd', 'Don Rickles', 'Christopher Reeve', 'Tim Allen', 'Burt Reynolds', 'John Getz', 'Molly Ringwald', 'Chris Cooper', 'Marty Feldman', 'Billy Bob Thornton', 'Danny Lloyd', 'Nancy Allen', 'Cary Elwes', 'Dave Foley', 'Robby Benson', 'Joe Pantoliano', 'Hayden Christensen', 'Val Kilmer', 'Simon Jones', 'Peter Brocco', 'Deborah Kara Unger', 'Rowan Atkinson', 'Max von Sydow', 'Macaulay Culkin', 'Wil Wheaton', 'Jeff Goldblum', 'Robert De Niro', 'Ethan Hawke', 'Casper Van Dien', 'Roy Atwell', 'George Dzundza', 'John Goodman', 'Kathy Bates', 'Kevin Bacon', 'Keanu Reeves', 'Robert Wuhl', 'Kate Hudson', 'Michael C. Williams', 'Corey Feldman', 'Robert Redford', 'Stephen Baldwin', 'George C. Scott', 'Sean Bean', 'Patrick Stewart', 'Jude Law', 'Cate Blanchett', 'Hugh Grant', 'Anjelica Huston', 'Zack Norman', 'Edward James Olmos', 'Michael Madsen', 'John Malkovich', 'Warren Beatty', 'Gary Lockwood', 'Diane Keaton', 'James Cromwell', 'Anne Bancroft', 'Lea Thompson', 'Billy Crudup', 'Christine Cavanaugh', 'Kelly McGillis', 'Robert Carlyle', 'Katharine Ross', 'Oliver Reed', 'Mandy Patinkin', 'Meg Ryan', 'Rodney Dangerfield', 'Courteney Cox', 'Jason Alexander', 'Roddy McDowall', 'Joanna Cassidy', 'James Brown', 'Colin Firth', 'Gary Busey', 'Sharon Stone', 'Christopher Walken', 'Jason Mewes', 'Gabriel Byrne', 'Morgan Freeman', 'Milla Jovovich', 'Brawley Nolte', 'Jacob Vargas', 'Kurt Russell', 'Dorothy Comingore', 'JoBeth Williams', 'Mykelti Williamson', 'R. Lee Ermey', 'Ewan McGregor', 'Gerald R. Molen', 'Billy Crystal', 'Chris Noth', 'Richard Gere', 'Russell Crowe', 'Thora Birch', 'Karen Allen', 'Sigourney Weaver', 'Harley Jane Kozak', 'Robin Williams', 'Ed Harris', 'Vincent DOnofrio', 'Jeanne Tripplehorn', 'Dustin Hoffman', 'Dee Wallace-Stone', 'Andy Garcia', 'Daniel Stern', 'Robert Loggia', 'Julianne Moore', 'John Cleese', 'Heather Graham', 'Paul Henreid', 'Teri Garr', 'Michael Palin', 'Mark Wahlberg', 'Sean Young', 'Ian McKellen', 'Hugh Jackman', 'Jon Voight', 'Shelley Duvall', 'Spencer Treat Clark', 'Spike Jonze', 'Nicole Kidman', 'Blythe Danner', 'Jean Reno', 'Leslie Nielsen', 'Kim Novak', 'Bob Hoskins', 'Linda Fiorentino', 'Thelma Ritter', 'Tung Thanh Tran', 'Frances McDormand', 'Edward Burns', 'Paul Freeman', 'William H. Macy', 'Sam Neill', 'John Belushi', 'Cameron Diaz', 'Rob Lowe', 'Gary Sinise', 'Sophie Marceau', 'Eric Idle', 'Catherine Keener', 'Matthew Broderick', 'Alessandro Nivola', 'Bruno Kirby', 'Kristin Scott Thomas', 'Winona Ryder', 'Brad Pitt', 'Robert Sean Leonard', 'Daniel Radcliffe', 'Peter Greene', 'Jeff Conaway', 'Bob Gunton', 'Peter Riegert', 'Danny DeVito', 'Jessica Lange', 'Gene Hackman', 'George Clooney', 'Martin Sheen', 'Seann William Scott', 'Dan Aykroyd', 'Lionel Barrymore', 'John Rhys-Davies', 'Ajay Naidu', 'Malcolm McDowell', 'Ice Cube', 'Peter Boyle', 'Todd Louiso', 'John Ashton', 'Dylan McDermott', 'Jeff Anderson', 'Whoopi Goldberg', 'Fran̤ois Truffaut', 'Noah Emmerich', 'Christopher Guest', 'Guy Pearce', 'Eugene Levy', 'Tim Blake Nelson', 'John Cusack', 'Robert Hays', 'Haley Joel Osment', 'Gwyneth Paltrow', 'Ray Bolger', 'Craig T. Nelson', 'Andrew Chavez', 'Julie Hagerty', 'Michael Keaton', 'Tom Arnold', 'Lance Henriksen', 'Piper Laurie', 'Scarlett Johansson', 'Billy Zane', 'Michael McKean', 'Edward Furlong', 'Don Cheadle', 'Tim McMullen', 'Harry Shearer', 'Richard Farnsworth', 'Franka Potente', 'Jerry Orbach', 'Reese Witherspoon', 'Emma Watson', 'Annette Bening', 'Willem Dafoe', 'Graham Chapman', 'Kelly Preston', 'Linda Kozlowski', 'Johnny Depp', 'John Lithgow', 'Graham Greene', 'Dennis Hopper', 'Alexander Gould', 'Alec Baldwin', 'Marcia Strassman', 'Orlando Bloom', 'Justin Cooper', 'Michael Rooker', 'Edward Norton', 'James Coburn', 'Jeff Daniels', 'Jim Carrey', 'Nicolas Cage', 'Julia Roberts', 'Marlon Brando', 'Denzel Washington', 'Joe Morton', 'Rene Russo', 'Roy Scheider', 'Glenn Close', 'Tom Berenger', 'Tobey Maguire', 'Jason Biggs', 'Liam Neeson', 'Bradley Pierce', 'Matt Frewer', 'Chow Yun-Fat', 'Keir Dullea', 'Henry Thomas', 'Joaquin Phoenix', 'Cleavon Little', 'Paul Reiser', 'Rick Moranis', 'Mark Addy', 'Trey Parker', 'Ellen DeGeneres', 'Clint Eastwood', 'Bill Duke', 'Denise Richards', 'Hoyt Axton', 'Stephen Furst', 'Delroy Lindo', 'Joshua Leonard', 'Judge Reinhold', 'Ben Kingsley', 'David Herman', 'Olivia Newton-John', 'James Franco', 'Patricia Arquette', 'Anthony Edwards', 'Adriana Caselotti', 'William Shatner', 'John Candy', 'James Mason', 'Scott Glenn', 'Jeffrey Jones', 'Billy Dee Williams', 'Tony Haygarth', 'Michael Clarke Duncan', 'Woody Harrelson', 'Jake Lloyd', 'Josh Charles', 'Peter Ostrum', 'Peter Weller', 'Leo Burmester', 'Gene Wilder', 'Bill Pullman', 'Paul Newman', 'Frank Morgan', 'Frances OConnor', 'Alan Ruck', 'Michael Biehn', 'Joss Ackland', 'Amrish Puri', 'Julia Louis-Dreyfus', 'Mike Myers', 'Joseph Fiennes', 'Forest Whitaker', 'Dana Carvey', 'Cary Grant', 'Rutger Hauer', 'Ralph Fiennes', 'Grace Kelly', 'Carrie-Anne Moss', 'Rodney A. Grant', 'William Atherton', 'Slim Pickens', 'Henry Czerny', 'Richard White', 'Peter Sellers', 'Frederic Forrest', 'Steve Buscemi', 'Andie MacDowell', 'Ziyi Zhang', 'Viggo Mortensen', 'Michael Bates', 'Jon Seda', 'James Caan', 'Geoffrey Rush', 'Harvey Keitel', 'Ray Liotta', 'Raul Julia', 'Tommy Lee Jones', 'Dominique Dunne', 'Michael J. Fox', 'Ben Affleck', 'Cuba Gooding Jr.', 'Carrie Fisher', 'Xander Berkeley', 'Joseph Cotten', 'Richard Dreyfuss', 'Suzanne Pleshette', 'Emilio Estevez', 'Sally Field', 'Jonathan Freeman', 'Al Pacino', 'Joe Pesci', 'Jamie Lee Curtis', 'Helena Bonham Carter', 'Linda Blair', 'Thandie Newton', 'Mia Sara', 'Sydney Pollack', 'Tim Robbins', 'David Morse', 'Vince Vaughn', 'Kim Hunter', 'Geena Davis', 'Ben Stiller', 'Robert MacNaughton', 'Helen Hunt', 'Christian Slater', 'Mel Gibson', 'Danny Mann', 'Carl Weathers', 'Rupert Grint', 'Bill Paxton', 'Anthony Hopkins', 'Tony Shalhoub', 'Bonnie Bedelia', 'Judy Garland', 'Larry Miller', 'Bob Griffin'}
@attribute language {'English', 'Mandarin'}
@attribute class {0.0, 1.0}
@data
'Comedy','Gary Ross','Reese Witherspoon','English',0.0
'Comedy','Gary Ross','William H. Macy','English',0.0
'Drama','Gary Ross','Tobey Maguire','English',0.0
'Drama','Gary Ross','Reese Witherspoon','English',0.0
'Drama','Gary Ross','William H. Macy','English',0.0
'Fantasy','Gary Ross','Tobey Maguire','English',0.0
'Fantasy','Gary Ross','Reese Witherspoon','English',0.0
'Fantasy','Gary Ross','William H. Macy','English',0.0
'Crime','Frank Darabont','Michael Clarke Duncan','English',0.0
'Crime','Frank Darabont','Tom Hanks','English',0.0
'Crime','Frank Darabont','David Morse','English',0.0
'Drama','Frank Darabont','Michael Clarke Duncan','English',0.0
'Drama','Frank Darabont','Tom Hanks','English',0.0
'Drama','Frank Darabont','David Morse','English',0.0
'Comedy','James L. Brooks','Cuba Gooding Jr.','English',0.0
'Comedy','James L. Brooks','Greg Kinnear','English',0.0
'Comedy','James L. Brooks','Jack Nicholson','English',0.0
'Drama','James L. Brooks','Cuba Gooding Jr.','English',0.0
'Drama','James L. Brooks','Greg Kinnear','English',0.0
'Drama','James L. Brooks','Jack Nicholson','English',0.0
'Romance','James L. Brooks','Cuba Gooding Jr.','English',0.0
'Romance','James L. Brooks','Greg Kinnear','English',0.0
'Romance','James L. Brooks','Jack Nicholson','English',0.0
'Comedy','Tom Shadyac','Jim Carrey','English',1.0
'Comedy','Tom Shadyac','Justin Cooper','English',1.0
'Comedy','Tom Shadyac','Cary Elwes','English',1.0
'Action','James Cameron','Michael Biehn','English',1.0
'Action','James Cameron','Arnold Schwarzenegger','English',1.0
'Action','James Cameron','Paul Winfield','English',1.0
'Sci-Fi','James Cameron','Michael Biehn','English',1.0
'Sci-Fi','James Cameron','Arnold Schwarzenegger','English',1.0
'Sci-Fi','James Cameron','Paul Winfield','English',1.0
'Thriller','James Cameron','Michael Biehn','English',1.0
'Thriller','James Cameron','Arnold Schwarzenegger','English',1.0
'Thriller','James Cameron','Paul Winfield','English',1.0
'Action','Steven Spielberg','Tom Hanks',?,1.0
'Action','Steven Spielberg','Tom Sizemore',?,1.0
'Action','Steven Spielberg','Edward Burns',?,1.0
'Drama','Steven Spielberg','Tom Hanks',?,1.0
'Drama','Steven Spielberg','Tom Sizemore',?,1.0
'Drama','Steven Spielberg','Edward Burns',?,1.0
'War','Steven Spielberg','Tom Hanks',?,1.0
'War','Steven Spielberg','Tom Sizemore',?,1.0
'War','Steven Spielberg','Edward Burns',?,1.0
'Drama','Ron Howard','Russell Crowe','English',1.0
'Drama','Ron Howard','Jennifer Connelly','English',1.0
'Drama','Ron Howard','Ed Harris','English',1.0
'Romance','Ron Howard','Russell Crowe','English',1.0
'Romance','Ron Howard','Jennifer Connelly','English',1.0
'Romance','Ron Howard','Ed Harris','English',1.0
'Drama','Steven Soderbergh','Julia Roberts','English',1.0
'Drama','Steven Soderbergh','Albert Finney','English',1.0
'Drama','Steven Soderbergh','Aaron Eckhart','English',1.0
'Adventure','Peter Jackson','Sean Astin','English',1.0
'Adventure','Peter Jackson','Cate Blanchett','English',1.0
'Adventure','Peter Jackson','Orlando Bloom','English',1.0
'Fantasy','Peter Jackson','Sean Astin','English',1.0
'Fantasy','Peter Jackson','Cate Blanchett','English',1.0
'Fantasy','Peter Jackson','Orlando Bloom','English',1.0
'Comedy','Sofia Coppola','Bill Murray',?,0.0
'Comedy','Sofia Coppola','Scarlett Johansson',?,0.0
'Comedy','Sofia Coppola','Anna Faris',?,0.0
'Drama','Sofia Coppola','Bill Murray',?,0.0
'Drama','Sofia Coppola','Scarlett Johansson',?,0.0
'Drama','Sofia Coppola','Anna Faris',?,0.0
'Romance','Sofia Coppola','Bill Murray',?,0.0
'Romance','Sofia Coppola','Scarlett Johansson',?,0.0
'Romance','Sofia Coppola','Anna Faris',?,0.0
'Action','Luc Besson','Bruce Willis','English',1.0
'Action','Luc Besson','Gary Oldman','English',1.0
'Action','Luc Besson','Milla Jovovich','English',1.0
'Adventure','Luc Besson','Bruce Willis','English',1.0
'Adventure','Luc Besson','Gary Oldman','English',1.0
'Adventure','Luc Besson','Milla Jovovich','English',1.0
'Fantasy','Luc Besson','Bruce Willis','English',1.0
'Fantasy','Luc Besson','Gary Oldman','English',1.0
'Fantasy','Luc Besson','Milla Jovovich','English',1.0
'Comedy','Joel Coen','Jeff Bridges','English',1.0
'Comedy','Joel Coen','Steve Buscemi','English',1.0
'Comedy','Joel Coen','John Goodman','English',1.0
'Crime','Joel Coen','Jeff Bridges','English',1.0
'Crime','Joel Coen','Steve Buscemi','English',1.0
'Crime','Joel Coen','John Goodman','English',1.0
'Action','Brian De Palma','Tom Cruise','English',1.0
'Action','Brian De Palma','Henry Czerny','English',1.0
'Action','Brian De Palma','Jon Voight','English',1.0
'Adventure','Brian De Palma','Tom Cruise','English',1.0
'Adventure','Brian De Palma','Henry Czerny','English',1.0
'Adventure','Brian De Palma','Jon Voight','English',1.0
'Mystery','Brian De Palma','Tom Cruise','English',1.0
'Mystery','Brian De Palma','Henry Czerny','English',1.0
'Mystery','Brian De Palma','Jon Voight','English',1.0
'Crime','Christopher Nolan','Guy Pearce','English',1.0
'Crime','Christopher Nolan','Carrie-Anne Moss','English',1.0
'Crime','Christopher Nolan','Joe Pantoliano','English',1.0
'Drama','Christopher Nolan','Guy Pearce','English',1.0
'Drama','Christopher Nolan','Carrie-Anne Moss','English',1.0
'Drama','Christopher Nolan','Joe Pantoliano','English',1.0
'Mystery','Christopher Nolan','Guy Pearce','English',1.0
'Mystery','Christopher Nolan','Carrie-Anne Moss','English',1.0
'Mystery','Christopher Nolan','Joe Pantoliano','English',1.0
'Action','Tony Scott','Will Smith','English',1.0
'Action','Tony Scott','Gene Hackman','English',1.0
'Action','Tony Scott','Jon Voight','English',1.0
'Thriller','Tony Scott','Will Smith','English',1.0
'Thriller','Tony Scott','Gene Hackman','English',1.0
'Thriller','Tony Scott','Jon Voight','English',1.0
'Adventure','Robert Zemeckis','Michael J. Fox','English',1.0
'Adventure','Robert Zemeckis','Crispin Glover','English',1.0
'Adventure','Robert Zemeckis','Christopher Lloyd','English',1.0
'Comedy','Robert Zemeckis','Michael J. Fox','English',1.0
'Comedy','Robert Zemeckis','Crispin Glover','English',1.0
'Comedy','Robert Zemeckis','Christopher Lloyd','English',1.0
'Sci-Fi','Robert Zemeckis','Michael J. Fox','English',1.0
'Sci-Fi','Robert Zemeckis','Crispin Glover','English',1.0
'Sci-Fi','Robert Zemeckis','Christopher Lloyd','English',1.0
'Adventure','John Lasseter','Dave Foley','English',1.0
'Adventure','John Lasseter','Kevin Spacey','English',1.0
'Adventure','John Lasseter','Julia Louis-Dreyfus','English',1.0
'Animation','John Lasseter','Dave Foley','English',1.0
'Animation','John Lasseter','Kevin Spacey','English',1.0
'Animation','John Lasseter','Julia Louis-Dreyfus','English',1.0
'Children','John Lasseter','Dave Foley','English',1.0
'Children','John Lasseter','Kevin Spacey','English',1.0
'Children','John Lasseter','Julia Louis-Dreyfus','English',1.0
'Drama','Anthony Minghella','Matt Damon','English',1.0
'Drama','Anthony Minghella','Jude Law','English',1.0
'Drama','Anthony Minghella','Cate Blanchett','English',1.0
'Mystery','Anthony Minghella','Matt Damon','English',1.0
'Mystery','Anthony Minghella','Jude Law','English',1.0
'Mystery','Anthony Minghella','Cate Blanchett','English',1.0
'Thriller','Anthony Minghella','Matt Damon','English',1.0
'Thriller','Anthony Minghella','Jude Law','English',1.0
'Thriller','Anthony Minghella','Cate Blanchett','English',1.0
'Action','Mel Brooks','Peter Boyle','English',1.0
'Action','Mel Brooks','Marty Feldman','English',1.0
'Action','Mel Brooks','Gene Wilder','English',1.0
'Comedy','Mel Brooks','Peter Boyle','English',1.0
'Comedy','Mel Brooks','Marty Feldman','English',1.0
'Comedy','Mel Brooks','Gene Wilder','English',1.0
'Horror','Mel Brooks','Peter Boyle','English',1.0
'Horror','Mel Brooks','Marty Feldman','English',1.0
'Horror','Mel Brooks','Gene Wilder','English',1.0
'Action','Jay Roach','Mike Myers','English',1.0
'Action','Jay Roach','Michael York','English',1.0
'Action','Jay Roach','Elizabeth Hurley','English',1.0
'Adventure','Jay Roach','Mike Myers','English',1.0
'Adventure','Jay Roach','Michael York','English',1.0
'Adventure','Jay Roach','Elizabeth Hurley','English',1.0
'Comedy','Jay Roach','Mike Myers','English',1.0
'Comedy','Jay Roach','Michael York','English',1.0
'Comedy','Jay Roach','Elizabeth Hurley','English',1.0
'Adventure','Dean Parisot','Tim Allen','English',1.0
'Adventure','Dean Parisot','Alan Rickman','English',1.0
'Adventure','Dean Parisot','Tony Shalhoub','English',1.0
'Comedy','Dean Parisot','Tim Allen','English',1.0
'Comedy','Dean Parisot','Alan Rickman','English',1.0
'Comedy','Dean Parisot','Tony Shalhoub','English',1.0
'Sci-Fi','Dean Parisot','Tim Allen','English',1.0
'Sci-Fi','Dean Parisot','Alan Rickman','English',1.0
'Sci-Fi','Dean Parisot','Tony Shalhoub','English',1.0
'Horror','William Friedkin','Ellen Burstyn',?,1.0
'Horror','William Friedkin','Linda Blair',?,1.0
'Horror','William Friedkin','Max von Sydow',?,1.0
'Mystery','William Friedkin','Ellen Burstyn',?,1.0
'Mystery','William Friedkin','Linda Blair',?,1.0
'Mystery','William Friedkin','Max von Sydow',?,1.0
'Action','Andy Wachowski','Laurence Fishburne','English',1.0
'Action','Andy Wachowski','Keanu Reeves','English',1.0
'Action','Andy Wachowski','Hugo Weaving','English',1.0
'Sci-Fi','Andy Wachowski','Laurence Fishburne','English',1.0
'Sci-Fi','Andy Wachowski','Keanu Reeves','English',1.0
'Sci-Fi','Andy Wachowski','Hugo Weaving','English',1.0
'Thriller','Andy Wachowski','Laurence Fishburne','English',1.0
'Thriller','Andy Wachowski','Keanu Reeves','English',1.0
'Thriller','Andy Wachowski','Hugo Weaving','English',1.0
'Comedy','Sharon Maguire','Ren̩e Zellweger','English',1.0
'Comedy','Sharon Maguire','Hugh Grant','English',1.0
'Comedy','Sharon Maguire','Colin Firth','English',1.0
'Drama','Sharon Maguire','Ren̩e Zellweger','English',1.0
'Drama','Sharon Maguire','Hugh Grant','English',1.0
'Drama','Sharon Maguire','Colin Firth','English',1.0
'Romance','Sharon Maguire','Ren̩e Zellweger','English',1.0
'Romance','Sharon Maguire','Hugh Grant','English',1.0
'Romance','Sharon Maguire','Colin Firth','English',1.0
'Action','Jay Roach','Mike Myers','English',0.0
'Action','Jay Roach','Heather Graham','English',0.0
'Action','Jay Roach','Michael York','English',0.0
'Adventure','Jay Roach','Mike Myers','English',0.0
'Adventure','Jay Roach','Heather Graham','English',0.0
'Adventure','Jay Roach','Michael York','English',0.0
'Comedy','Jay Roach','Mike Myers','English',0.0
'Comedy','Jay Roach','Heather Graham','English',0.0
'Comedy','Jay Roach','Michael York','English',0.0
'Action','Jan de Bont','Helen Hunt','English',0.0
'Action','Jan de Bont','Bill Paxton','English',0.0
'Action','Jan de Bont','Cary Elwes','English',0.0
'Adventure','Jan de Bont','Helen Hunt','English',0.0
'Adventure','Jan de Bont','Bill Paxton','English',0.0
'Adventure','Jan de Bont','Cary Elwes','English',0.0
'Romance','Jan de Bont','Helen Hunt','English',0.0
'Romance','Jan de Bont','Bill Paxton','English',0.0
'Romance','Jan de Bont','Cary Elwes','English',0.0
'Drama','Gus Van Sant','Ben Affleck','English',1.0
'Drama','Gus Van Sant','Matt Damon','English',1.0
'Drama','Gus Van Sant','Stellan Skarsg̴rd','English',1.0
'Romance','Gus Van Sant','Ben Affleck','English',1.0
'Romance','Gus Van Sant','Matt Damon','English',1.0
'Romance','Gus Van Sant','Stellan Skarsg̴rd','English',1.0
'Fantasy','Tim Burton','Johnny Depp','English',1.0
'Fantasy','Tim Burton','Michael Gambon','English',1.0
'Fantasy','Tim Burton','Christina Ricci','English',1.0
'Horror','Tim Burton','Johnny Depp','English',1.0
'Horror','Tim Burton','Michael Gambon','English',1.0
'Horror','Tim Burton','Christina Ricci','English',1.0
'Mystery','Tim Burton','Johnny Depp','English',1.0
'Mystery','Tim Burton','Michael Gambon','English',1.0
'Mystery','Tim Burton','Christina Ricci','English',1.0
'Drama','Cameron Crowe','Billy Crudup','English',1.0
'Drama','Cameron Crowe','Frances McDormand','English',1.0
'Drama','Cameron Crowe','Kate Hudson','English',1.0
'Action','John Woo','Tom Cruise','English',0.0
'Action','John Woo','Dougray Scott','English',0.0
'Action','John Woo','Thandie Newton','English',0.0
'Adventure','John Woo','Tom Cruise','English',0.0
'Adventure','John Woo','Dougray Scott','English',0.0
'Adventure','John Woo','Thandie Newton','English',0.0
'Thriller','John Woo','Tom Cruise','English',0.0
'Thriller','John Woo','Dougray Scott','English',0.0
'Thriller','John Woo','Thandie Newton','English',0.0
'Comedy','John Madden','Joseph Fiennes','English',1.0
'Comedy','John Madden','Gwyneth Paltrow','English',1.0
'Comedy','John Madden','Tim McMullen','English',1.0
'Drama','John Madden','Joseph Fiennes','English',1.0
'Drama','John Madden','Gwyneth Paltrow','English',1.0
'Drama','John Madden','Tim McMullen','English',1.0
'Romance','John Madden','Joseph Fiennes','English',1.0
'Romance','John Madden','Gwyneth Paltrow','English',1.0
'Romance','John Madden','Tim McMullen','English',1.0
'Drama','James Cameron','Leonardo DiCaprio','English',1.0
'Drama','James Cameron','Kate Winslet','English',1.0
'Drama','James Cameron','Billy Zane','English',1.0
'Romance','James Cameron','Leonardo DiCaprio','English',1.0
'Romance','James Cameron','Kate Winslet','English',1.0
'Romance','James Cameron','Billy Zane','English',1.0
'Action','Sam Raimi','Tobey Maguire','English',1.0
'Action','Sam Raimi','Kirsten Dunst','English',1.0
'Action','Sam Raimi','James Franco','English',1.0
'Adventure','Sam Raimi','Tobey Maguire','English',1.0
'Adventure','Sam Raimi','Kirsten Dunst','English',1.0
'Adventure','Sam Raimi','James Franco','English',1.0
'IMAX','Sam Raimi','Tobey Maguire','English',1.0
'IMAX','Sam Raimi','Kirsten Dunst','English',1.0
'IMAX','Sam Raimi','James Franco','English',1.0
